,stationCode,station_id,num_bikes_available,numBikesAvailable,num_bikes_available_types,num_docks_available,numDocksAvailable,is_installed,is_returning,is_renting,last_reported,mechanical,ebike
465,20021,85118872,2,2,"[{'mechanical': 0}, {'ebike': 2}]",34,34,1,1,1,1669293603,0,2
466,15108,102289046,7,7,"[{'mechanical': 7}, {'ebike': 0}]",13,13,1,1,1,1669293710,7,0
467,19040,124402232,2,2,"[{'mechanical': 0}, {'ebike': 2}]",38,38,1,1,1,1669293547,0,2
468,26001,985086307,4,4,"[{'mechanical': 2}, {'ebike': 2}]",16,16,1,1,1,1669293713,2,2
469,17047,27415327,6,6,"[{'mechanical': 1}, {'ebike': 5}]",20,20,1,1,1,1669293707,1,5
470,6016,100798076,21,21,"[{'mechanical': 20}, {'ebike': 1}]",0,0,1,1,1,1669293577,20,1
471,11040,15298647,5,5,"[{'mechanical': 4}, {'ebike': 1}]",30,30,1,1,1,1669293714,4,1
472,41204,1063404053,3,3,"[{'mechanical': 0}, {'ebike': 3}]",15,15,1,1,1,1669293672,0,3
473,16004,76199110,0,0,"[{'mechanical': 0}, {'ebike': 0}]",0,0,1,0,0,1520582013,0,0
474,17046,54000598,2,2,"[{'mechanical': 0}, {'ebike': 2}]",23,23,1,1,1,1669293313,0,2
475,32017,2515829865,18,18,"[{'mechanical': 12}, {'ebike': 6}]",2,2,1,1,1,1669293618,12,6
476,17121,989753852,0,0,"[{'mechanical': 0}, {'ebike': 0}]",18,18,1,1,1,1669293669,0,0
477,47006,990000217,9,9,"[{'mechanical': 5}, {'ebike': 4}]",7,7,1,1,1,1669293432,5,4
478,10020,121025345,3,3,"[{'mechanical': 2}, {'ebike': 1}]",7,7,1,1,1,1669293722,2,1
479,18113,213692714,1,1,"[{'mechanical': 0}, {'ebike': 1}]",23,23,1,1,1,1669293676,0,1
480,19009,82577019,7,7,"[{'mechanical': 4}, {'ebike': 3}]",16,16,1,1,1,1669293738,4,3
481,18109,39256416,3,3,"[{'mechanical': 0}, {'ebike': 3}]",44,44,1,1,1,1669293740,0,3
482,19038,255207155,1,1,"[{'mechanical': 1}, {'ebike': 0}]",18,18,1,1,1,1669293738,1,0
483,18029,63769334,3,3,"[{'mechanical': 2}, {'ebike': 1}]",34,34,1,1,1,1669293559,2,1
484,21703,129136818,1,1,"[{'mechanical': 0}, {'ebike': 1}]",21,21,1,1,1,1669293658,0,1
485,35017,653080986,8,8,"[{'mechanical': 6}, {'ebike': 2}]",10,10,1,1,1,1669293736,6,2
486,20118,27415469,1,1,"[{'mechanical': 0}, {'ebike': 1}]",23,23,1,1,1,1669293438,0,1
487,16021,39599631,2,2,"[{'mechanical': 1}, {'ebike': 1}]",18,18,1,1,1,1669293738,1,1
488,9031,84979504,15,15,"[{'mechanical': 10}, {'ebike': 5}]",5,5,1,1,1,1669293738,10,5
489,9117,653059015,3,3,"[{'mechanical': 2}, {'ebike': 1}]",27,27,1,1,1,1669293739,2,1
490,20023,85120104,0,0,"[{'mechanical': 0}, {'ebike': 0}]",15,15,1,1,1,1669293650,0,0
491,6030,37936869,31,31,"[{'mechanical': 20}, {'ebike': 11}]",3,3,1,1,1,1669293636,20,11
492,15035,101748685,5,5,"[{'mechanical': 2}, {'ebike': 3}]",38,38,1,1,1,1669293651,2,3
493,18049,54000608,18,18,"[{'mechanical': 9}, {'ebike': 9}]",34,34,1,1,1,1669293727,9,9
494,31703,102743096,1,1,"[{'mechanical': 0}, {'ebike': 1}]",23,23,1,1,1,1669293727,0,1
495,11041,66491394,6,6,"[{'mechanical': 3}, {'ebike': 3}]",30,30,1,1,1,1669293615,3,3
496,35003,126175087,3,3,"[{'mechanical': 0}, {'ebike': 3}]",20,20,1,1,1,1669293611,0,3
497,15031,101746493,1,1,"[{'mechanical': 1}, {'ebike': 0}]",51,51,1,1,1,1669293683,1,0
498,21014,27363137,8,8,"[{'mechanical': 3}, {'ebike': 5}]",12,12,1,1,1,1669293729,3,5
499,35014,339797666,4,4,"[{'mechanical': 3}, {'ebike': 1}]",20,20,1,1,1,1669293736,3,1
500,47005,1968156458,31,31,"[{'mechanical': 31}, {'ebike': 0}]",5,5,1,1,1,1669293684,31,0
501,11006,82404497,4,4,"[{'mechanical': 0}, {'ebike': 4}]",31,31,1,1,1,1669293732,0,4
502,19127,991351798,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293708,0,0
503,16015,7304,11,11,"[{'mechanical': 4}, {'ebike': 7}]",3,3,1,1,1,1669293174,4,7
504,15070,54000592,26,26,"[{'mechanical': 25}, {'ebike': 1}]",9,9,1,1,1,1669293727,25,1
505,12107,54000572,11,11,"[{'mechanical': 8}, {'ebike': 3}]",9,9,1,1,1,1669293667,8,3
506,14112,15409531,2,2,"[{'mechanical': 1}, {'ebike': 1}]",12,12,1,1,1,1669293666,1,1
507,47004,29327,17,17,"[{'mechanical': 14}, {'ebike': 3}]",4,4,1,1,1,1669293649,14,3
508,9026,36298,11,11,"[{'mechanical': 4}, {'ebike': 7}]",2,2,1,1,1,1669293672,4,7
509,21001,37903195,13,13,"[{'mechanical': 12}, {'ebike': 1}]",12,12,1,1,1,1669293725,12,1
510,18033,102313219,3,3,"[{'mechanical': 0}, {'ebike': 3}]",28,28,1,1,1,1669293419,0,3
511,11010,100906707,1,1,"[{'mechanical': 0}, {'ebike': 1}]",41,41,1,1,1,1669293738,0,1
512,16122,624177860,46,46,"[{'mechanical': 45}, {'ebike': 1}]",2,2,1,1,1,1669293690,45,1
513,20116,66491407,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293723,0,0
514,15002,27369223,2,2,"[{'mechanical': 1}, {'ebike': 1}]",14,14,1,1,1,1669293522,1,1
515,21310,102336814,16,16,"[{'mechanical': 14}, {'ebike': 2}]",7,7,1,1,1,1669293682,14,2
516,23007,484423835,4,4,"[{'mechanical': 1}, {'ebike': 3}]",22,22,1,1,1,1669293564,1,3
517,20016,54000618,5,5,"[{'mechanical': 0}, {'ebike': 5}]",13,13,1,1,1,1669293575,0,5
518,32015,653059879,8,8,"[{'mechanical': 3}, {'ebike': 5}]",31,31,1,1,1,1669293664,3,5
519,10010,210583589,3,3,"[{'mechanical': 2}, {'ebike': 1}]",25,25,1,1,1,1669293561,2,1
520,5121,653050378,8,8,"[{'mechanical': 6}, {'ebike': 2}]",22,22,1,1,1,1669293738,6,2
521,16043,15291968,0,0,"[{'mechanical': 0}, {'ebike': 0}]",15,15,1,1,1,1669293522,0,0
522,16027,15387809,3,3,"[{'mechanical': 3}, {'ebike': 0}]",55,55,1,1,1,1669293717,3,0
523,1117,1002059045,20,20,"[{'mechanical': 12}, {'ebike': 8}]",2,2,1,1,1,1669293723,12,8
524,1120,1002738770,23,23,"[{'mechanical': 17}, {'ebike': 6}]",0,0,1,1,1,1669293680,17,6
525,18017,129101773,0,0,"[{'mechanical': 0}, {'ebike': 0}]",44,44,1,1,1,1669293593,0,0
526,11043,100918666,11,11,"[{'mechanical': 3}, {'ebike': 8}]",8,8,1,1,1,1669293681,3,8
527,32004,213987795,30,30,"[{'mechanical': 25}, {'ebike': 5}]",4,4,1,1,1,1669293664,25,5
528,16029,15397468,41,41,"[{'mechanical': 34}, {'ebike': 7}]",4,4,1,1,1,1669293725,34,7
529,8019,84966359,2,2,"[{'mechanical': 2}, {'ebike': 0}]",23,23,1,1,1,1669293611,2,0
530,9017,42908639,2,2,"[{'mechanical': 0}, {'ebike': 2}]",27,27,1,1,1,1669293742,0,2
531,18008,125469898,3,3,"[{'mechanical': 2}, {'ebike': 1}]",27,27,1,1,1,1669293498,2,1
532,13103,35137730,26,26,"[{'mechanical': 13}, {'ebike': 13}]",24,24,1,1,1,1669293647,13,13
533,16112,52329,14,14,"[{'mechanical': 8}, {'ebike': 6}]",23,23,1,1,1,1669293607,8,6
534,20026,16623433512,0,0,"[{'mechanical': 0}, {'ebike': 0}]",0,0,0,0,0,1660818630,0,0
535,42703,85162552,2,2,"[{'mechanical': 0}, {'ebike': 2}]",42,42,1,1,1,1669293707,0,2
536,12161,912377361,22,22,"[{'mechanical': 21}, {'ebike': 1}]",18,18,1,1,1,1669293739,21,1
537,20201,2515738489,2,2,"[{'mechanical': 2}, {'ebike': 0}]",17,17,1,1,1,1669293725,2,0
538,13046,256561528,12,12,"[{'mechanical': 4}, {'ebike': 8}]",30,30,1,1,1,1669293670,4,8
539,22102,452920451,1,1,"[{'mechanical': 0}, {'ebike': 1}]",21,21,1,1,1,1669293483,0,1
540,12004,37920,26,26,"[{'mechanical': 21}, {'ebike': 5}]",3,3,1,1,1,1669293657,21,5
541,14030,54000586,0,0,"[{'mechanical': 0}, {'ebike': 0}]",32,32,1,0,0,1666559654,0,0
542,15003,54000588,4,4,"[{'mechanical': 3}, {'ebike': 1}]",59,59,1,1,1,1669293609,3,1
543,4110,1020700136,15,15,"[{'mechanical': 10}, {'ebike': 5}]",2,2,1,1,1,1669293508,10,5
544,6032,100855693,17,17,"[{'mechanical': 13}, {'ebike': 4}]",8,8,1,1,1,1669293708,13,4
545,7008,54000549,12,12,"[{'mechanical': 11}, {'ebike': 1}]",3,3,1,1,1,1669293682,11,1
546,17022,102304517,6,6,"[{'mechanical': 4}, {'ebike': 2}]",40,40,1,1,1,1669293718,4,2
547,7020,128889359,2,2,"[{'mechanical': 2}, {'ebike': 0}]",38,38,1,1,1,1669293710,2,0
548,15107,259977414,19,19,"[{'mechanical': 14}, {'ebike': 5}]",2,2,1,1,1,1669293509,14,5
549,8001,42499285,33,33,"[{'mechanical': 30}, {'ebike': 3}]",10,10,1,1,1,1669293726,30,3
550,6017,54000546,16,16,"[{'mechanical': 11}, {'ebike': 5}]",14,14,1,1,1,1669293653,11,5
551,10114,129042700,5,5,"[{'mechanical': 2}, {'ebike': 3}]",53,53,1,1,1,1669293718,2,3
552,19041,256124192,0,0,"[{'mechanical': 0}, {'ebike': 0}]",39,39,1,1,1,1669293488,0,0
553,13122,27364581,3,3,"[{'mechanical': 0}, {'ebike': 3}]",22,22,1,1,1,1669293548,0,3
554,21114,653127524,5,5,"[{'mechanical': 4}, {'ebike': 1}]",24,24,1,1,1,1669293580,4,1
555,20137,2515686699,2,2,"[{'mechanical': 1}, {'ebike': 1}]",23,23,1,1,1,1669293552,1,1
556,10036,210737808,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293528,0,0
557,31704,82568336,0,0,"[{'mechanical': 0}, {'ebike': 0}]",27,27,1,1,1,1669293553,0,0
558,21024,1021176825,19,19,"[{'mechanical': 10}, {'ebike': 9}]",3,3,1,1,1,1669293539,10,9
559,19023,54000611,1,1,"[{'mechanical': 0}, {'ebike': 1}]",20,20,1,1,1,1669293302,0,1
560,32603,66491408,1,1,"[{'mechanical': 0}, {'ebike': 1}]",31,31,1,1,1,1669293373,0,1
561,7013,100872260,20,20,"[{'mechanical': 10}, {'ebike': 10}]",19,19,1,1,1,1669293640,10,10
562,2013,36151,12,12,"[{'mechanical': 10}, {'ebike': 2}]",2,2,1,1,1,1669293706,10,2
563,21311,213848056,36,36,"[{'mechanical': 34}, {'ebike': 2}]",18,18,1,1,1,1669293738,34,2
564,12041,452936197,5,5,"[{'mechanical': 1}, {'ebike': 4}]",53,53,1,1,1,1669293731,1,4
565,15059,54000545,36,36,"[{'mechanical': 35}, {'ebike': 1}]",28,28,1,1,1,1669293719,35,1
566,8038,66505511,28,28,"[{'mechanical': 9}, {'ebike': 19}]",1,1,1,1,1,1669293736,9,19
567,8056,224256188,2,2,"[{'mechanical': 0}, {'ebike': 2}]",25,25,1,1,1,1669293558,0,2
568,7016,66491386,39,39,"[{'mechanical': 37}, {'ebike': 2}]",18,18,1,1,1,1669293658,37,2
569,18138,1023083417,5,5,"[{'mechanical': 2}, {'ebike': 3}]",14,14,1,1,1,1669293228,2,3
570,4011,54000539,12,12,"[{'mechanical': 7}, {'ebike': 5}]",19,19,1,1,1,1669293727,7,5
571,45001,1025995767,12,12,"[{'mechanical': 10}, {'ebike': 2}]",7,7,1,1,1,1669293648,10,2
572,14006,101490103,1,1,"[{'mechanical': 0}, {'ebike': 1}]",22,22,1,1,1,1669293650,0,1
573,13041,82432573,3,3,"[{'mechanical': 1}, {'ebike': 2}]",45,45,1,1,1,1669293741,1,2
574,9118,1021553839,2,2,"[{'mechanical': 0}, {'ebike': 2}]",33,33,1,1,1,1669293643,0,2
575,4013,54000541,13,13,"[{'mechanical': 6}, {'ebike': 7}]",14,14,1,1,1,1669293739,6,7
576,10163,653065577,3,3,"[{'mechanical': 0}, {'ebike': 3}]",26,26,1,1,1,1669293735,0,3
577,31023,1034242363,2,2,"[{'mechanical': 1}, {'ebike': 1}]",31,31,1,1,1,1669293731,1,1
578,2001,335780498,8,8,"[{'mechanical': 5}, {'ebike': 3}]",23,23,1,1,1,1669293540,5,3
579,18042,256403519,3,3,"[{'mechanical': 1}, {'ebike': 2}]",16,16,1,1,1,1669293326,1,2
580,20019,484387018,0,0,"[{'mechanical': 0}, {'ebike': 0}]",31,31,1,1,1,1669293440,0,0
581,7101,544249939,42,42,"[{'mechanical': 23}, {'ebike': 19}]",6,6,1,1,1,1669293670,23,19
582,18137,1035816937,3,3,"[{'mechanical': 1}, {'ebike': 2}]",25,25,1,1,1,1669293602,1,2
583,17116,66507229,10,10,"[{'mechanical': 7}, {'ebike': 3}]",16,16,1,1,1,1669293667,7,3
584,12108,27415012,55,55,"[{'mechanical': 50}, {'ebike': 5}]",11,11,1,1,1,1669293711,50,5
585,31013,263610599,2,2,"[{'mechanical': 2}, {'ebike': 0}]",41,41,1,1,1,1669293699,2,0
586,18001,49772483,0,0,"[{'mechanical': 0}, {'ebike': 0}]",18,18,1,1,1,1669293476,0,0
587,32018,653066427,10,10,"[{'mechanical': 10}, {'ebike': 0}]",14,14,1,1,1,1669293706,10,0
588,17016,129089749,0,0,"[{'mechanical': 0}, {'ebike': 0}]",30,30,1,1,1,1669293737,0,0
589,5019,100770878,6,6,"[{'mechanical': 3}, {'ebike': 3}]",19,19,1,1,1,1669293639,3,3
590,18019,27415297,0,0,"[{'mechanical': 0}, {'ebike': 0}]",47,47,1,1,1,1669293709,0,0
591,15063,54000607,7,7,"[{'mechanical': 6}, {'ebike': 1}]",12,12,1,1,1,1669293741,6,1
592,11003,13283986,7,7,"[{'mechanical': 3}, {'ebike': 4}]",24,24,1,1,1,1669293511,3,4
593,11034,100910836,2,2,"[{'mechanical': 2}, {'ebike': 0}]",44,44,1,1,1,1669293689,2,0
594,9012,6515,24,24,"[{'mechanical': 17}, {'ebike': 7}]",3,3,1,1,1,1669293740,17,7
595,15020,41523981,4,4,"[{'mechanical': 1}, {'ebike': 3}]",25,25,1,1,1,1669293535,1,3
596,41206,1034247348,1,1,"[{'mechanical': 0}, {'ebike': 1}]",32,32,1,1,1,1669293529,0,1
597,13113,39536951,2,2,"[{'mechanical': 2}, {'ebike': 0}]",31,31,1,1,1,1669293685,2,0
598,19031,35089539,1,1,"[{'mechanical': 0}, {'ebike': 1}]",19,19,1,1,1,1669293727,0,1
599,13114,27415169,1,1,"[{'mechanical': 0}, {'ebike': 1}]",22,22,1,1,1,1669293647,0,1
600,15061,15412563,17,17,"[{'mechanical': 13}, {'ebike': 4}]",5,5,1,1,1,1669293580,13,4
601,20017,30179848,3,3,"[{'mechanical': 1}, {'ebike': 2}]",24,24,1,1,1,1669293714,1,2
602,11019,27363029,2,2,"[{'mechanical': 1}, {'ebike': 1}]",28,28,1,1,1,1669293564,1,1
603,23008,484889494,14,14,"[{'mechanical': 6}, {'ebike': 8}]",11,11,1,1,1,1669293680,6,8
604,1016,27363256,23,23,"[{'mechanical': 14}, {'ebike': 9}]",2,2,1,1,1,1669293691,14,9
605,8015,100902274,34,34,"[{'mechanical': 22}, {'ebike': 12}]",1,1,1,1,1,1669293701,22,12
606,16016,15414455,7,7,"[{'mechanical': 2}, {'ebike': 5}]",24,24,1,1,1,1669293704,2,5
607,7026,27415285,17,17,"[{'mechanical': 16}, {'ebike': 1}]",7,7,1,1,1,1669293739,16,1
608,21108,78348185,6,6,"[{'mechanical': 5}, {'ebike': 1}]",41,41,1,1,1,1669293679,5,1
609,6014,36003,5,5,"[{'mechanical': 3}, {'ebike': 2}]",16,16,1,1,1,1669293729,3,2
610,14116,27415215,3,3,"[{'mechanical': 0}, {'ebike': 3}]",22,22,1,1,1,1669293296,0,3
611,31018,263732151,2,2,"[{'mechanical': 1}, {'ebike': 1}]",30,30,1,1,1,1669293598,1,1
612,47002,1036199130,6,6,"[{'mechanical': 2}, {'ebike': 4}]",12,12,1,1,1,1669293611,2,4
613,33005,129161858,7,7,"[{'mechanical': 6}, {'ebike': 1}]",24,24,1,1,1,1669293645,6,1
614,2110,653035822,6,6,"[{'mechanical': 3}, {'ebike': 3}]",21,21,1,1,1,1669293736,3,3
615,1022,27414460,36,36,"[{'mechanical': 18}, {'ebike': 18}]",0,0,1,1,1,1669293669,18,18
616,13019,76488849,33,33,"[{'mechanical': 25}, {'ebike': 8}]",2,2,1,1,1,1669293593,25,8
617,8105,66505513,30,30,"[{'mechanical': 11}, {'ebike': 19}]",1,1,1,1,1,1669293677,11,19
618,14007,75313725,5,5,"[{'mechanical': 1}, {'ebike': 4}]",28,28,1,1,1,1669293731,1,4
619,11107,82419429,20,20,"[{'mechanical': 14}, {'ebike': 6}]",21,21,1,1,1,1669293589,14,6
620,9113,349750111,4,4,"[{'mechanical': 3}, {'ebike': 1}]",24,24,1,1,1,1669293690,3,1
621,20103,52453,1,1,"[{'mechanical': 0}, {'ebike': 1}]",24,24,1,1,1,1669293417,0,1
622,2014,210389577,16,16,"[{'mechanical': 6}, {'ebike': 10}]",1,1,1,1,1,1669293737,6,10
623,16041,15401095,19,19,"[{'mechanical': 18}, {'ebike': 1}]",26,26,1,1,1,1669293550,18,1
624,4109,1055553396,11,11,"[{'mechanical': 11}, {'ebike': 0}]",3,3,1,1,1,1669293712,11,0
625,3101,210394523,7,7,"[{'mechanical': 4}, {'ebike': 3}]",22,22,1,1,1,1669293701,4,3
626,23302,1036226943,7,7,"[{'mechanical': 1}, {'ebike': 6}]",24,24,1,1,1,1669293370,1,6
627,8049,60667075,19,19,"[{'mechanical': 8}, {'ebike': 11}]",3,3,1,1,1,1669293700,8,11
628,5030,66491368,45,45,"[{'mechanical': 34}, {'ebike': 11}]",4,4,1,1,1,1669293725,34,11
629,11048,1056959071,29,29,"[{'mechanical': 26}, {'ebike': 3}]",8,8,1,1,1,1669293727,26,3
630,2101,486833337,18,18,"[{'mechanical': 14}, {'ebike': 4}]",12,12,1,1,1,1669293599,14,4
631,21952,1055541632,22,22,"[{'mechanical': 18}, {'ebike': 4}]",17,17,1,1,1,1669293682,18,4
632,11046,129050965,3,3,"[{'mechanical': 3}, {'ebike': 0}]",14,14,1,1,1,1669293634,3,0
633,12154,606669250,4,4,"[{'mechanical': 3}, {'ebike': 1}]",35,35,1,1,1,1669293729,3,1
634,6031,66491371,23,23,"[{'mechanical': 21}, {'ebike': 2}]",8,8,1,1,1,1669293710,21,2
635,10164,653069115,3,3,"[{'mechanical': 1}, {'ebike': 2}]",28,28,1,1,1,1669293584,1,2
636,8029,15383032,9,9,"[{'mechanical': 2}, {'ebike': 7}]",2,2,1,1,1,1669293653,2,7
637,9015,54000561,11,11,"[{'mechanical': 9}, {'ebike': 2}]",19,19,1,1,1,1669293667,9,2
638,19021,54001190,1,1,"[{'mechanical': 0}, {'ebike': 1}]",25,25,1,1,1,1669293736,0,1
639,11044,460558111,2,2,"[{'mechanical': 1}, {'ebike': 1}]",17,17,1,1,1,1669293571,1,1
640,17104,82569809,7,7,"[{'mechanical': 4}, {'ebike': 3}]",13,13,1,1,1,1669293441,4,3
641,19030,266052390,0,0,"[{'mechanical': 0}, {'ebike': 0}]",28,28,1,1,1,1669293652,0,0
642,21004,37952191,26,26,"[{'mechanical': 22}, {'ebike': 4}]",4,4,1,1,1,1669293740,22,4
643,22002,34300292,17,17,"[{'mechanical': 8}, {'ebike': 9}]",7,7,1,1,1,1669293643,8,9
644,35008,82554786,3,3,"[{'mechanical': 2}, {'ebike': 1}]",26,26,1,1,1,1669293645,2,1
645,13022,268976295,2,2,"[{'mechanical': 1}, {'ebike': 1}]",31,31,1,1,1,1669293586,1,1
646,20045,27415444,2,2,"[{'mechanical': 2}, {'ebike': 0}]",25,25,1,1,1,1669293742,2,0
647,11110,84983562,6,6,"[{'mechanical': 4}, {'ebike': 2}]",43,43,1,1,1,1669293531,4,2
648,16031,129081441,1,1,"[{'mechanical': 0}, {'ebike': 1}]",17,17,1,1,1,1669293738,0,1
649,12127,653073004,42,42,"[{'mechanical': 10}, {'ebike': 32}]",4,4,1,1,1,1669293731,10,32
650,12153,1056986761,51,51,"[{'mechanical': 40}, {'ebike': 11}]",1,1,1,1,1,1669293742,40,11
651,5028,41610121,19,19,"[{'mechanical': 17}, {'ebike': 2}]",6,6,1,1,1,1669293645,17,2
652,17005,82566934,1,1,"[{'mechanical': 0}, {'ebike': 1}]",49,49,1,1,1,1669293679,0,1
653,14127,43219958,4,4,"[{'mechanical': 2}, {'ebike': 2}]",35,35,1,1,1,1669293638,2,2
654,14016,35106544,3,3,"[{'mechanical': 0}, {'ebike': 3}]",48,48,1,1,1,1669293733,0,3
655,12033,267976590,48,48,"[{'mechanical': 41}, {'ebike': 7}]",18,18,1,1,1,1669293696,41,7
656,12120,1056965116,4,4,"[{'mechanical': 2}, {'ebike': 2}]",46,46,1,1,1,1669293485,2,2
657,22012,54000630,8,8,"[{'mechanical': 3}, {'ebike': 5}]",17,17,1,1,1,1669293728,3,5
658,11012,54000567,1,1,"[{'mechanical': 1}, {'ebike': 0}]",33,33,1,1,1,1669293663,1,0
659,18142,1599921040,1,1,"[{'mechanical': 1}, {'ebike': 0}]",24,24,1,1,1,1669293585,1,0
660,18014,129096696,2,2,"[{'mechanical': 0}, {'ebike': 2}]",11,11,1,1,1,1669293347,0,2
661,21017,82590367,22,22,"[{'mechanical': 16}, {'ebike': 6}]",31,31,1,1,1,1669293724,16,6
662,18035,82573931,3,3,"[{'mechanical': 1}, {'ebike': 2}]",32,32,1,1,1,1669293713,1,2
663,13110,82436057,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293681,0,0
664,23105,11851037297,0,0,"[{'mechanical': 0}, {'ebike': 0}]",33,33,1,1,1,1669293489,0,0
665,42011,269953055,17,17,"[{'mechanical': 17}, {'ebike': 0}]",11,11,1,1,1,1669293675,17,0
666,15009,82448637,14,14,"[{'mechanical': 10}, {'ebike': 4}]",29,29,1,1,1,1669293712,10,4
667,23005,271540743,4,4,"[{'mechanical': 2}, {'ebike': 2}]",20,20,1,1,1,1669293605,2,2
668,20117,13372702,0,0,"[{'mechanical': 0}, {'ebike': 0}]",33,33,1,1,1,1669293724,0,0
669,48009,1599931563,2,2,"[{'mechanical': 0}, {'ebike': 2}]",28,28,1,1,1,1669293644,0,2
670,14125,15411223,3,3,"[{'mechanical': 1}, {'ebike': 2}]",20,20,1,1,1,1669293628,1,2
671,21009,85152599,42,42,"[{'mechanical': 33}, {'ebike': 9}]",3,3,1,1,1,1669293724,33,9
672,4107,284711589,7,7,"[{'mechanical': 6}, {'ebike': 1}]",9,9,1,1,1,1669293702,6,1
673,9013,30550,20,20,"[{'mechanical': 16}, {'ebike': 4}]",3,3,1,1,1,1669293706,16,4
674,31017,478593396,3,3,"[{'mechanical': 1}, {'ebike': 2}]",17,17,1,1,1,1669293568,1,2
675,13047,213675430,13,13,"[{'mechanical': 10}, {'ebike': 3}]",34,34,1,1,1,1669293521,10,3
676,23006,462875227,10,10,"[{'mechanical': 9}, {'ebike': 1}]",12,12,1,1,1,1669293723,9,1
677,18114,213693126,2,2,"[{'mechanical': 0}, {'ebike': 2}]",20,20,1,1,1,1669293592,0,2
678,44103,363735875,11,11,"[{'mechanical': 9}, {'ebike': 2}]",6,6,1,1,1,1669293741,9,2
679,22403,265266148,5,5,"[{'mechanical': 0}, {'ebike': 5}]",16,16,1,1,1,1669293709,0,5
680,21951,357491025,0,0,"[{'mechanical': 0}, {'ebike': 0}]",22,22,1,1,1,1669293491,0,0
681,92005,457713145,39,39,"[{'mechanical': 37}, {'ebike': 2}]",3,3,1,1,1,1669293664,37,2
682,22103,392576677,9,9,"[{'mechanical': 5}, {'ebike': 4}]",15,15,1,1,1,1669293541,5,4
683,20047,66491406,6,6,"[{'mechanical': 4}, {'ebike': 2}]",41,41,1,1,1,1669293722,4,2
684,22009,338853596,15,15,"[{'mechanical': 8}, {'ebike': 7}]",9,9,1,1,1,1669293730,8,7
685,14128,1056995858,2,2,"[{'mechanical': 2}, {'ebike': 0}]",27,27,1,1,1,1669293368,2,0
686,10039,27414924,3,3,"[{'mechanical': 2}, {'ebike': 1}]",21,21,1,1,1,1669293735,2,1
687,13117,390075668,2,2,"[{'mechanical': 2}, {'ebike': 0}]",36,36,1,1,1,1669293691,2,0
688,7024,54000550,17,17,"[{'mechanical': 13}, {'ebike': 4}]",10,10,1,1,1,1669293707,13,4
689,12125,1056972307,30,30,"[{'mechanical': 16}, {'ebike': 14}]",19,19,1,1,1,1669293436,16,14
690,31101,653217067,9,9,"[{'mechanical': 0}, {'ebike': 9}]",9,9,1,1,1,1669293682,0,9
691,31026,1109534105,3,3,"[{'mechanical': 0}, {'ebike': 3}]",17,17,1,1,1,1669293370,0,3
692,20004,124390478,1,1,"[{'mechanical': 1}, {'ebike': 0}]",16,16,1,1,1,1669293679,1,0
693,17001,365181481,3,3,"[{'mechanical': 2}, {'ebike': 1}]",48,48,1,1,1,1669293729,2,1
694,12129,653076373,14,14,"[{'mechanical': 13}, {'ebike': 1}]",20,20,1,1,1,1669293605,13,1
695,19113,52456,1,1,"[{'mechanical': 0}, {'ebike': 1}]",26,26,1,1,1,1669293517,0,1
696,9016,15310509,2,2,"[{'mechanical': 1}, {'ebike': 1}]",14,14,1,1,1,1669293235,1,1
697,21120,11851327865,0,0,"[{'mechanical': 0}, {'ebike': 0}]",30,30,0,0,0,1669293716,0,0
698,35004,275968458,4,4,"[{'mechanical': 3}, {'ebike': 1}]",54,54,1,1,1,1669293251,3,1
699,33104,213995665,0,0,"[{'mechanical': 0}, {'ebike': 0}]",28,28,1,1,1,1669293637,0,0
700,12150,1056979685,11,11,"[{'mechanical': 8}, {'ebike': 3}]",14,14,1,1,1,1669293521,8,3
701,8011,128928526,1,1,"[{'mechanical': 0}, {'ebike': 1}]",14,14,1,1,1,1669293586,0,1
702,13021,27415123,8,8,"[{'mechanical': 3}, {'ebike': 5}]",20,20,1,1,1,1669293650,3,5
703,13020,287096529,31,31,"[{'mechanical': 20}, {'ebike': 11}]",11,11,1,1,1,1669293509,20,11
704,11031,97705710,5,5,"[{'mechanical': 2}, {'ebike': 3}]",33,33,1,1,1,1669293719,2,3
705,19124,13242682,0,0,"[{'mechanical': 0}, {'ebike': 0}]",31,31,1,1,1,1669293273,0,0
706,35011,278576043,2,2,"[{'mechanical': 0}, {'ebike': 2}]",15,15,1,1,1,1669293584,0,2
707,19036,213695073,0,0,"[{'mechanical': 0}, {'ebike': 0}]",33,33,1,1,1,1669293560,0,0
708,14113,284708999,6,6,"[{'mechanical': 2}, {'ebike': 4}]",32,32,1,1,1,1669293314,2,4
709,35015,653079520,2,2,"[{'mechanical': 1}, {'ebike': 1}]",15,15,1,1,1,1669293386,1,1
710,32021,653076393,32,32,"[{'mechanical': 13}, {'ebike': 19}]",2,2,1,1,1,1669293654,13,19
711,15019,129069108,1,1,"[{'mechanical': 1}, {'ebike': 0}]",38,38,1,1,1,1669293254,1,0
712,13515,1062812659,4,4,"[{'mechanical': 3}, {'ebike': 1}]",55,55,1,1,1,1669293681,3,1
